8.823529411764706454e-02,0.000000000000000000e+00,3.411764705882353033e-01
1.764705882352941291e-01,0.000000000000000000e+00,3.470588235294117530e-01
2.117647058823529382e-01,0.000000000000000000e+00,3.529411764705882026e-01
2.352941176470588203e-01,0.000000000000000000e+00,3.647058823529412130e-01
2.588235294117647300e-01,0.000000000000000000e+00,3.823529411764705621e-01
2.705882352941176294e-01,0.000000000000000000e+00,4.000000000000000222e-01
2.764705882352941346e-01,0.000000000000000000e+00,4.176470588235294268e-01
2.764705882352941346e-01,0.000000000000000000e+00,4.352941176470588314e-01
2.647058823529411797e-01,0.000000000000000000e+00,4.588235294117646856e-01
2.470588235294117752e-01,0.000000000000000000e+00,4.529411764705882359e-01
2.176470588235294157e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.470588235294117696e-01,0.000000000000000000e+00,2.470588235294117752e-01
1.235294117647058876e-01,0.000000000000000000e+00,1.941176470588235059e-01
1.764705882352941291e-01,0.000000000000000000e+00,2.882352941176470340e-01
2.000000000000000111e-01,0.000000000000000000e+00,3.117647058823529438e-01
2.235294117647058931e-01,0.000000000000000000e+00,3.235294117647058432e-01
2.411764705882352977e-01,0.000000000000000000e+00,3.235294117647058432e-01
2.529411764705882248e-01,0.000000000000000000e+00,3.058823529411764941e-01
2.352941176470588203e-01,0.000000000000000000e+00,2.705882352941176849e-01
2.000000000000000111e-01,0.000000000000000000e+00,2.176470588235294157e-01
2.058823529411764608e-01,0.000000000000000000e+00,2.000000000000000111e-01
2.294117647058823428e-01,0.000000000000000000e+00,2.058823529411764608e-01
2.588235294117647300e-01,0.000000000000000000e+00,2.235294117647058654e-01
