2.764705882352941346e-01,0.000000000000000000e+00,8.411764705882353033e-01
3.058823529411764941e-01,0.000000000000000000e+00,8.588235294117647634e-01
3.411764705882353033e-01,0.000000000000000000e+00,8.823529411764705621e-01
3.705882352941176627e-01,0.000000000000000000e+00,9.000000000000000222e-01
3.588235294117647078e-01,0.000000000000000000e+00,8.705882352941176627e-01
3.470588235294117530e-01,0.000000000000000000e+00,8.470588235294117530e-01
2.294117647058823428e-01,0.000000000000000000e+00,5.941176470588235281e-01
2.176470588235294157e-01,0.000000000000000000e+00,5.647058823529411686e-01
2.470588235294117752e-01,0.000000000000000000e+00,5.882352941176470784e-01
4.294117647058823262e-01,0.000000000000000000e+00,7.647058823529411242e-01
3.823529411764705621e-01,0.000000000000000000e+00,6.882352941176470562e-01
3.882352941176470673e-01,0.000000000000000000e+00,6.352941176470587870e-01
4.058823529411764719e-01,0.000000000000000000e+00,5.999999999999999778e-01
4.588235294117646856e-01,0.000000000000000000e+00,5.647058823529411686e-01
5.117647058823528994e-01,0.000000000000000000e+00,5.705882352941176183e-01
5.588235294117647189e-01,0.000000000000000000e+00,5.999999999999999778e-01
5.823529411764706287e-01,0.000000000000000000e+00,6.588235294117646967e-01
5.764705882352940680e-01,0.000000000000000000e+00,6.823529411764706065e-01
4.882352941176470451e-01,0.000000000000000000e+00,8.705882352941176627e-01
5.000000000000000000e-01,0.000000000000000000e+00,9.176470588235294823e-01
5.352941176470588092e-01,0.000000000000000000e+00,9.588235294117646301e-01
5.882352941176470784e-01,0.000000000000000000e+00,9.764705882352940902e-01
6.470588235294117974e-01,0.000000000000000000e+00,9.470588235294117307e-01
6.705882352941175961e-01,0.000000000000000000e+00,8.882352941176470118e-01
6.705882352941175961e-01,0.000000000000000000e+00,8.588235294117647634e-01
6.352941176470587870e-01,0.000000000000000000e+00,8.000000000000000444e-01
5.941176470588235281e-01,0.000000000000000000e+00,7.764705882352941346e-01
5.294117647058823595e-01,0.000000000000000000e+00,7.882352941176470340e-01
4.647058823529411908e-01,0.000000000000000000e+00,7.764705882352941346e-01
4.235294117647058765e-01,0.000000000000000000e+00,7.588235294117646745e-01
