-7.647058823529412352e-02,0.000000000000000000e+00,3.176470588235293935e-01
-5.882352941176470507e-02,0.000000000000000000e+00,3.294117647058823484e-01
-5.882352941176470507e-02,0.000000000000000000e+00,3.529411764705882026e-01
-8.235294117647058709e-02,0.000000000000000000e+00,3.352941176470588536e-01
-8.823529411764706454e-02,0.000000000000000000e+00,3.117647058823529438e-01
-1.352941176470588147e-01,0.000000000000000000e+00,2.058823529411764608e-01
-1.470588235294117696e-01,0.000000000000000000e+00,1.705882352941176516e-01
-1.235294117647058876e-01,0.000000000000000000e+00,1.705882352941176516e-01
-1.000000000000000056e-01,0.000000000000000000e+00,1.823529411764706065e-01
-7.647058823529412352e-02,0.000000000000000000e+00,2.000000000000000111e-01
-5.294117647058823456e-02,0.000000000000000000e+00,2.294117647058823706e-01
-3.529411764705882304e-02,0.000000000000000000e+00,2.764705882352941346e-01
-2.941176470588235253e-02,0.000000000000000000e+00,3.235294117647058432e-01
-2.352941176470588203e-02,0.000000000000000000e+00,2.882352941176470340e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.882352941176470340e-01
1.764705882352941152e-02,0.000000000000000000e+00,2.823529411764705843e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.529411764705882248e-01
-1.764705882352941152e-02,0.000000000000000000e+00,2.117647058823529660e-01
-1.764705882352941152e-02,0.000000000000000000e+00,1.882352941176470562e-01
5.882352941176470507e-03,0.000000000000000000e+00,1.764705882352941013e-01
3.529411764705882304e-02,0.000000000000000000e+00,1.941176470588235059e-01
6.470588235294118251e-02,0.000000000000000000e+00,2.294117647058823706e-01
1.352941176470588147e-01,0.000000000000000000e+00,3.647058823529412130e-01
1.529411764705882470e-01,0.000000000000000000e+00,4.000000000000000222e-01
1.411764705882352922e-01,0.000000000000000000e+00,3.764705882352941124e-01
1.058823529411764691e-01,0.000000000000000000e+00,3.058823529411764941e-01
8.235294117647058709e-02,0.000000000000000000e+00,2.529411764705882248e-01
5.882352941176470507e-02,0.000000000000000000e+00,2.000000000000000111e-01
7.647058823529412352e-02,0.000000000000000000e+00,1.882352941176470562e-01
1.000000000000000056e-01,0.000000000000000000e+00,2.000000000000000111e-01
